soc_code,occupation_title,employment_2024,employment_2034,employment_change_numeric,employment_change_percent,annual_openings_avg,percent_self_employed,typical_education,work_experience,typical_training,annual_median,annual_mean,annual_pct10,annual_pct25,annual_pct75,annual_pct90,hourly_median,hourly_mean,hourly_pct10,hourly_pct25,hourly_pct75,hourly_pct90,total_employment_oews,oews_occupation_title
45-2011,Agricultural inspectors,14.7,14.9,0.2,1.5,2.2,,Bachelor's degree,,Moderate-term on-the-job training,50990.0,55650.0,37440.0,42740.0,64960.0,80240.0,24.51,26.75,18.0,20.55,31.23,38.58,12090.0,Agricultural Inspectors
45-2021,Animal breeders,7.9,8.1,0.2,2.4,1.2,3.4,High school diploma or equivalent,,Short-term on-the-job training,52000.0,56150.0,37130.0,43310.0,59630.0,89970.0,25.0,27.0,17.85,20.82,28.67,43.26,1730.0,Animal Breeders
45-2041,"Graders and sorters, agricultural products",38.9,36.8,-2.1,-5.4,5.1,,No formal educational credential,,Short-term on-the-job training,35430.0,36080.0,30490.0,33550.0,38010.0,43280.0,17.03,17.34,14.66,16.13,18.28,20.81,26870.0,"Graders and Sorters, Agricultural Products"
45-2091,Agricultural equipment operators,65.2,70.3,5.0,7.7,10.5,7.1,No formal educational credential,,Moderate-term on-the-job training,42580.0,43920.0,31240.0,36640.0,48690.0,57790.0,20.47,21.12,15.02,17.62,23.41,27.78,30940.0,Agricultural Equipment Operators
45-2092,"Farmworkers and laborers, crop, nursery, and greenhouse",504.8,488.1,-16.8,-3.3,71.7,7.9,No formal educational credential,,Short-term on-the-job training,35690.0,37850.0,32260.0,34280.0,38950.0,46370.0,17.16,18.2,15.51,16.48,18.73,22.29,261690.0,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
45-2093,"Farmworkers, farm, ranch, and aquacultural animals",224.6,213.4,-11.1,-5.0,31.2,2.3,No formal educational credential,,Short-term on-the-job training,36150.0,38580.0,27110.0,31220.0,44280.0,51840.0,17.38,18.55,13.03,15.01,21.29,24.92,35420.0,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
45-2099,"Agricultural workers, all other",10.1,10.3,0.2,2.3,1.5,5.8,No formal educational credential,,Short-term on-the-job training,40390.0,45780.0,27860.0,33870.0,52730.0,76730.0,19.42,22.01,13.4,16.29,25.35,36.89,4980.0,"Agricultural Workers, All Other"
45-3031,Fishing and hunting workers,21.9,20.9,-1.0,-4.6,2.8,57.1,No formal educational credential,,Moderate-term on-the-job training,,,,,,,,,,,,,,
45-4011,Forest and conservation workers,10.8,10.3,-0.5,-4.7,2.0,15.1,High school diploma or equivalent,,Moderate-term on-the-job training,43680.0,42830.0,33050.0,36400.0,45200.0,54190.0,21.0,20.59,15.89,17.5,21.73,26.05,5630.0,Forest and Conservation Workers
45-4021,Fallers,5.6,5.2,-0.4,-7.3,0.7,29.6,High school diploma or equivalent,,Moderate-term on-the-job training,53900.0,59120.0,35620.0,43670.0,65040.0,84510.0,25.92,28.42,17.13,20.99,31.27,40.63,4110.0,Fallers
45-4022,Logging equipment operators,30.9,30.5,-0.4,-1.4,4.2,29.1,High school diploma or equivalent,,Moderate-term on-the-job training,49210.0,52020.0,35050.0,43750.0,60640.0,72280.0,23.66,25.01,16.85,21.03,29.15,34.75,22520.0,Logging Equipment Operators
45-4023,Log graders and scalers,4.6,4.6,0.0,-0.7,0.6,28.3,High school diploma or equivalent,,Moderate-term on-the-job training,46710.0,48130.0,35050.0,38390.0,56200.0,63370.0,22.46,23.14,16.85,18.46,27.02,30.47,3310.0,Log Graders and Scalers
45-4029,"Logging workers, all other",3.1,3.0,-0.1,-4.7,0.4,27.6,High school diploma or equivalent,,Moderate-term on-the-job training,52000.0,53820.0,37260.0,42010.0,62000.0,72070.0,25.0,25.88,17.91,20.2,29.81,34.65,2160.0,"Logging Workers, All Other"
47-1011,First-line supervisors of construction trades and extraction workers,921.6,970.6,49.0,5.3,74.4,11.5,High school diploma or equivalent,5 years or more,,78690.0,84500.0,51290.0,62400.0,100200.0,126690.0,37.83,40.62,24.66,30.0,48.17,60.91,806080.0,First-Line Supervisors of Construction Trades and Extraction Workers
47-2011,Boilermakers,10.4,10.1,-0.2,-2.4,0.8,,High school diploma or equivalent,,Apprenticeship,73340.0,76900.0,48390.0,62230.0,93520.0,107600.0,35.26,36.97,23.26,29.92,44.96,51.73,10170.0,Boilermakers
47-2021,Brickmasons and blockmasons,74.1,76.4,2.4,3.2,5.6,27.1,High school diploma or equivalent,,Apprenticeship,60800.0,65390.0,41330.0,49430.0,77290.0,95560.0,29.23,31.44,19.87,23.76,37.16,45.94,53520.0,Brickmasons and Blockmasons
47-2022,Stonemasons,12.1,11.8,-0.4,-3.0,0.8,27.3,High school diploma or equivalent,,Apprenticeship,51990.0,57220.0,37420.0,44820.0,64120.0,83200.0,25.0,27.51,17.99,21.55,30.83,40.0,8750.0,Stonemasons
47-2031,Carpenters,959.0,1002.1,43.1,4.5,74.1,26.8,High school diploma or equivalent,,Apprenticeship,59310.0,64040.0,38760.0,47550.0,75620.0,98370.0,28.51,30.79,18.64,22.86,36.36,47.3,697740.0,Carpenters
47-2041,Carpet installers,20.3,18.3,-1.9,-9.6,1.1,25.6,No formal educational credential,,Short-term on-the-job training,49850.0,55860.0,32830.0,39140.0,65530.0,83200.0,23.97,26.85,15.78,18.82,31.51,40.0,14980.0,Carpet Installers
47-2042,"Floor layers, except carpet, wood, and hard tiles",33.7,36.9,3.2,9.5,2.7,25.7,No formal educational credential,,Moderate-term on-the-job training,54340.0,60550.0,37190.0,44760.0,72390.0,97180.0,26.13,29.11,17.88,21.52,34.8,46.72,24850.0,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
47-2043,Floor sanders and finishers,5.6,5.8,0.1,2.6,0.4,25.7,No formal educational credential,,Moderate-term on-the-job training,49150.0,50880.0,35790.0,41320.0,58230.0,66510.0,23.63,24.46,17.21,19.87,27.99,31.98,4140.0,Floor Sanders and Finishers
47-2044,Tile and stone setters,52.6,58.0,5.3,10.1,4.2,25.7,No formal educational credential,,Long-term on-the-job training,52240.0,57590.0,36140.0,44540.0,64980.0,82960.0,25.11,27.69,17.38,21.41,31.24,39.89,38740.0,Tile and Stone Setters
47-2051,Cement masons and concrete finishers,206.7,210.4,3.8,1.8,14.3,1.0,No formal educational credential,,Moderate-term on-the-job training,54660.0,59360.0,38290.0,46020.0,65840.0,87620.0,26.28,28.54,18.41,22.13,31.66,42.13,205230.0,Cement Masons and Concrete Finishers
47-2053,Terrazzo workers and finishers,1.5,1.3,-0.2,-11.1,0.1,,High school diploma or equivalent,,Apprenticeship,57260.0,62330.0,39360.0,46940.0,73490.0,104510.0,27.53,29.97,18.92,22.57,35.33,50.24,1450.0,Terrazzo Workers and Finishers
47-2061,Construction laborers,1457.0,1563.4,106.5,7.3,129.4,26.9,No formal educational credential,,Short-term on-the-job training,46730.0,51260.0,34200.0,38100.0,58910.0,77530.0,22.47,24.64,16.44,18.32,28.32,37.28,1057660.0,Construction Laborers
47-2071,"Paving, surfacing, and tamping equipment operators",47.0,48.6,1.5,3.2,4.0,2.7,High school diploma or equivalent,,Moderate-term on-the-job training,51650.0,58660.0,38030.0,44740.0,66060.0,90110.0,24.83,28.2,18.29,21.51,31.76,43.32,45680.0,"Paving, Surfacing, and Tamping Equipment Operators"
47-2072,Pile driver operators,3.2,3.3,0.1,4.3,0.3,3.0,High school diploma or equivalent,,Moderate-term on-the-job training,70510.0,79000.0,46690.0,54750.0,103960.0,121990.0,33.9,37.98,22.45,26.32,49.98,58.65,3040.0,Pile Driver Operators
47-2073,Operating engineers and other construction equipment operators,489.3,507.1,17.8,3.6,41.9,2.5,High school diploma or equivalent,,Moderate-term on-the-job training,58710.0,65180.0,40080.0,47780.0,75750.0,100690.0,28.23,31.34,19.27,22.97,36.42,48.41,469270.0,Operating Engineers and Other Construction Equipment Operators
47-2081,Drywall and ceiling tile installers,103.1,107.4,4.3,4.2,7.7,19.5,No formal educational credential,,Moderate-term on-the-job training,58140.0,62810.0,37810.0,46880.0,72660.0,101380.0,27.95,30.2,18.18,22.54,34.93,48.74,82900.0,Drywall and Ceiling Tile Installers
47-2082,Tapers,15.6,15.6,0.0,0.1,1.1,19.5,No formal educational credential,,Moderate-term on-the-job training,64700.0,70390.0,43450.0,50780.0,82990.0,106160.0,31.11,33.84,20.89,24.42,39.9,51.04,12500.0,Tapers
47-2111,Electricians,818.7,896.1,77.4,9.5,81.0,7.8,High school diploma or equivalent,,Apprenticeship,62350.0,69630.0,39430.0,48820.0,81730.0,106030.0,29.98,33.47,18.96,23.47,39.29,50.98,742580.0,Electricians
47-2121,Glaziers,60.5,62.5,2.0,3.3,5.1,7.1,High school diploma or equivalent,,Apprenticeship,55440.0,60260.0,37710.0,45530.0,68300.0,98780.0,26.65,28.97,18.13,21.89,32.84,47.49,57000.0,Glaziers
47-2131,"Insulation workers, floor, ceiling, and wall",40.2,41.7,1.5,3.8,3.4,3.5,No formal educational credential,,Short-term on-the-job training,48680.0,53440.0,35950.0,40270.0,60420.0,77160.0,23.41,25.69,17.28,19.36,29.05,37.1,38610.0,"Insulation Workers, Floor, Ceiling, and Wall"
47-2132,"Insulation workers, mechanical",27.2,28.5,1.3,4.7,2.3,3.3,High school diploma or equivalent,,Apprenticeship,57250.0,63540.0,39450.0,47480.0,75300.0,94110.0,27.52,30.55,18.97,22.83,36.2,45.25,25640.0,"Insulation Workers, Mechanical"
47-2141,"Painters, construction and maintenance",342.2,355.2,13.0,3.8,28.1,33.8,No formal educational credential,,Moderate-term on-the-job training,48660.0,53710.0,36680.0,42510.0,60270.0,76550.0,23.4,25.82,17.63,20.44,28.97,36.8,224180.0,"Painters, Construction and Maintenance"
47-2142,Paperhangers,2.3,2.5,0.1,5.3,0.2,34.8,No formal educational credential,,Long-term on-the-job training,48260.0,51900.0,35020.0,40930.0,58470.0,69470.0,23.2,24.95,16.84,19.68,28.11,33.4,1520.0,Paperhangers
47-2151,Pipelayers,34.4,32.9,-1.4,-4.1,2.4,,No formal educational credential,,Short-term on-the-job training,48710.0,54270.0,36840.0,42320.0,60980.0,80710.0,23.42,26.09,17.71,20.35,29.32,38.81,33580.0,Pipelayers
47-2152,"Plumbers, pipefitters, and steamfitters",504.5,527.2,22.7,4.5,44.0,7.8,High school diploma or equivalent,,Apprenticeship,62970.0,69940.0,40670.0,48860.0,81900.0,105150.0,30.27,33.63,19.55,23.49,39.37,50.55,455940.0,"Plumbers, Pipefitters, and Steamfitters"
47-2161,Plasterers and stucco masons,24.2,25.2,1.0,4.1,1.9,13.4,No formal educational credential,,Long-term on-the-job training,56020.0,61000.0,38610.0,46990.0,72210.0,92930.0,26.93,29.33,18.56,22.59,34.72,44.68,20880.0,Plasterers and Stucco Masons
47-2171,Reinforcing iron and rebar workers,19.4,20.3,0.9,4.6,1.5,27.7,High school diploma or equivalent,,Apprenticeship,59280.0,62640.0,39470.0,47300.0,74190.0,95530.0,28.5,30.11,18.97,22.74,35.67,45.93,14140.0,Reinforcing Iron and Rebar Workers
47-2181,Roofers,166.7,176.5,9.8,5.9,12.7,18.3,No formal educational credential,,Moderate-term on-the-job training,50970.0,57090.0,37060.0,45300.0,64010.0,80780.0,24.51,27.45,17.82,21.78,30.78,38.84,136740.0,Roofers
47-2211,Sheet metal workers,127.0,130.1,3.1,2.4,10.6,6.5,High school diploma or equivalent,,Apprenticeship,60850.0,66110.0,38030.0,47290.0,79620.0,102680.0,29.26,31.78,18.28,22.74,38.28,49.37,117470.0,Sheet Metal Workers
47-2221,Structural iron and steel workers,65.7,68.6,2.9,4.4,5.5,1.9,High school diploma or equivalent,,Apprenticeship,62700.0,69270.0,42000.0,49090.0,82780.0,107520.0,30.14,33.3,20.19,23.6,39.8,51.69,64720.0,Structural Iron and Steel Workers
47-2231,Solar photovoltaic installers,28.6,40.6,12.0,42.1,4.1,,High school diploma or equivalent,,Moderate-term on-the-job training,51860.0,57380.0,39070.0,46040.0,63020.0,80150.0,24.93,27.59,18.79,22.13,30.3,38.53,28280.0,Solar Photovoltaic Installers
47-3011,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",16.1,14.4,-1.7,-10.5,1.4,1.8,No formal educational credential,,Short-term on-the-job training,46480.0,49730.0,35570.0,38600.0,58080.0,68330.0,22.35,23.91,17.1,18.56,27.93,32.85,15660.0,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
47-3012,Helpers--carpenters,25.2,26.4,1.1,4.5,2.7,1.8,No formal educational credential,,Short-term on-the-job training,41600.0,42080.0,31540.0,35870.0,46780.0,52380.0,20.0,20.23,15.16,17.24,22.49,25.18,24610.0,Helpers--Carpenters
47-3013,Helpers--electricians,66.6,66.7,0.1,0.2,6.8,1.8,High school diploma or equivalent,,Short-term on-the-job training,39890.0,42900.0,31200.0,36400.0,47520.0,56770.0,19.18,20.62,15.0,17.5,22.85,27.29,64440.0,Helpers--Electricians
47-3014,"Helpers--painters, paperhangers, plasterers, and stucco masons",7.4,7.6,0.2,2.3,0.8,1.8,No formal educational credential,,Short-term on-the-job training,38140.0,40880.0,31360.0,35230.0,45290.0,51720.0,18.34,19.65,15.08,16.94,21.78,24.87,7220.0,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
47-3015,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",45.3,47.5,2.2,4.9,4.9,1.8,High school diploma or equivalent,,Short-term on-the-job training,39270.0,41720.0,31050.0,35750.0,46550.0,54860.0,18.88,20.06,14.93,17.19,22.38,26.37,43640.0,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
47-3016,Helpers--roofers,5.2,5.5,0.3,5.7,0.6,1.9,No formal educational credential,,Short-term on-the-job training,40590.0,42070.0,27780.0,34800.0,47570.0,55310.0,19.51,20.23,13.36,16.73,22.87,26.59,5170.0,Helpers--Roofers
47-3019,"Helpers, construction trades, all other",26.3,27.4,1.2,4.4,2.8,1.7,No formal educational credential,,Short-term on-the-job training,40760.0,44040.0,31200.0,36400.0,48500.0,59280.0,19.6,21.17,15.0,17.5,23.32,28.5,25510.0,"Helpers, Construction Trades, All Other"
47-4011,Construction and building inspectors,147.6,146.5,-1.2,-0.8,14.8,4.8,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training,72120.0,76430.0,46560.0,57300.0,92330.0,112320.0,34.67,36.75,22.38,27.55,44.39,54.0,137210.0,Construction and Building Inspectors
47-4021,Elevator and escalator installers and repairers,24.2,25.4,1.2,5.0,2.0,,High school diploma or equivalent,,Apprenticeship,106580.0,104860.0,54720.0,76700.0,131740.0,149250.0,51.24,50.42,26.31,36.88,63.34,71.76,23340.0,Elevator and Escalator Installers and Repairers
47-4031,Fence erectors,26.4,27.6,1.2,4.6,2.3,11.4,No formal educational credential,,Moderate-term on-the-job training,46940.0,50550.0,35090.0,39040.0,57070.0,74660.0,22.57,24.31,16.87,18.77,27.44,35.89,22640.0,Fence Erectors
47-4041,Hazardous materials removal workers,51.3,51.8,0.5,1.0,5.0,0.1,High school diploma or equivalent,,Moderate-term on-the-job training,48490.0,55740.0,37330.0,42710.0,62150.0,82480.0,23.31,26.8,17.95,20.53,29.88,39.65,50570.0,Hazardous Materials Removal Workers
47-4051,Highway maintenance workers,159.1,163.9,4.8,3.0,12.3,,High school diploma or equivalent,,Moderate-term on-the-job training,49070.0,51410.0,35030.0,41540.0,59600.0,69210.0,23.59,24.72,16.84,19.97,28.66,33.27,151750.0,Highway Maintenance Workers
47-4061,Rail-track laying and maintenance equipment operators,15.0,15.3,0.2,1.6,1.1,,High school diploma or equivalent,,Moderate-term on-the-job training,67370.0,68270.0,45720.0,51630.0,79330.0,84840.0,32.39,32.82,21.98,24.82,38.14,40.79,16480.0,Rail-Track Laying and Maintenance Equipment Operators
47-4071,Septic tank servicers and sewer pipe cleaners,30.4,32.7,2.3,7.6,2.9,2.8,High school diploma or equivalent,,Moderate-term on-the-job training,49140.0,52730.0,36500.0,42700.0,60320.0,73670.0,23.62,25.35,17.55,20.53,29.0,35.42,29050.0,Septic Tank Servicers and Sewer Pipe Cleaners
47-4090,Miscellaneous construction and related workers,35.0,36.2,1.2,3.5,3.1,3.2,High school diploma or equivalent,,Moderate-term on-the-job training,48120.0,52910.0,35160.0,39990.0,60960.0,77540.0,23.14,25.44,16.9,19.23,29.31,37.28,33530.0,Miscellaneous Construction and Related Workers
47-5011,"Derrick operators, oil and gas",11.3,11.3,0.1,0.5,1.0,1.4,No formal educational credential,Less than 5 years,Short-term on-the-job training,62740.0,62490.0,42930.0,49440.0,72820.0,84620.0,30.16,30.05,20.64,23.77,35.01,40.68,11040.0,"Derrick Operators, Oil and Gas"
47-5012,"Rotary drill operators, oil and gas",13.3,13.4,0.0,0.2,1.2,1.4,No formal educational credential,Less than 5 years,Moderate-term on-the-job training,65010.0,70080.0,42750.0,52600.0,81550.0,98510.0,31.26,33.69,20.56,25.29,39.21,47.36,13090.0,"Rotary Drill Operators, Oil and Gas"
47-5013,"Service unit operators, oil and gas",45.2,45.4,0.2,0.4,4.1,1.4,No formal educational credential,Less than 5 years,Moderate-term on-the-job training,57980.0,61530.0,40010.0,47330.0,70510.0,93820.0,27.88,29.58,19.24,22.75,33.9,45.11,44120.0,"Service Unit Operators, Oil and Gas"
47-5022,"Excavating and loading machine and dragline operators, surface mining",35.8,35.6,-0.1,-0.4,3.1,3.2,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,52550.0,57860.0,39650.0,46290.0,63630.0,80970.0,25.26,27.82,19.06,22.26,30.59,38.93,34210.0,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5023,"Earth drillers, except oil and gas",18.3,18.8,0.5,2.9,1.7,3.3,High school diploma or equivalent,Less than 5 years,Long-term on-the-job training,59600.0,63260.0,44450.0,49720.0,73530.0,87760.0,28.65,30.41,21.37,23.91,35.35,42.19,17410.0,"Earth Drillers, Except Oil and Gas"
47-5032,"Explosives workers, ordnance handling experts, and blasters",5.8,5.8,-0.1,-0.9,0.5,,High school diploma or equivalent,Less than 5 years,Long-term on-the-job training,59110.0,66840.0,45160.0,49860.0,80050.0,104210.0,28.42,32.13,21.71,23.97,38.49,50.1,5680.0,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5041,Continuous mining machine operators,14.9,15.0,0.1,0.6,1.6,2.8,No formal educational credential,,Moderate-term on-the-job training,63380.0,63920.0,41450.0,50850.0,76850.0,84420.0,30.47,30.73,19.93,24.45,36.95,40.59,14340.0,Continuous Mining Machine Operators
47-5043,"Roof bolters, mining",2.3,1.5,-0.8,-34.2,0.1,2.8,High school diploma or equivalent,,Moderate-term on-the-job training,76640.0,74760.0,50880.0,67110.0,80230.0,87420.0,36.85,35.94,24.46,32.26,38.57,42.03,2230.0,"Roof Bolters, Mining"
47-5044,"Loading and moving machine operators, underground mining",6.4,5.0,-1.4,-22.3,0.5,2.8,No formal educational credential,,Short-term on-the-job training,68860.0,68470.0,48310.0,59130.0,76820.0,82900.0,33.11,32.92,23.23,28.43,36.93,39.86,6130.0,"Loading and Moving Machine Operators, Underground Mining"
47-5049,"Underground mining machine operators, all other",3.6,3.4,-0.2,-6.1,0.4,2.8,No formal educational credential,,Moderate-term on-the-job training,67220.0,67830.0,46930.0,50660.0,80440.0,82750.0,32.32,32.61,22.56,24.36,38.67,39.78,3480.0,"Underground Mining Machine Operators, All Other"
47-5051,"Rock splitters, quarry",3.2,3.4,0.1,4.4,0.4,3.3,No formal educational credential,,Short-term on-the-job training,47460.0,50540.0,37240.0,39990.0,58290.0,68380.0,22.82,24.3,17.9,19.23,28.02,32.87,3080.0,"Rock Splitters, Quarry"
47-5071,"Roustabouts, oil and gas",46.0,47.1,1.1,2.5,4.3,1.4,No formal educational credential,,Moderate-term on-the-job training,47510.0,49060.0,35650.0,38330.0,57170.0,64010.0,22.84,23.59,17.14,18.43,27.49,30.77,45330.0,"Roustabouts, Oil and Gas"
47-5081,Helpers--extraction workers,7.0,6.9,-0.1,-1.7,0.7,3.3,High school diploma or equivalent,,Moderate-term on-the-job training,48400.0,50330.0,35770.0,39980.0,57560.0,68240.0,23.27,24.2,17.2,19.22,27.67,32.81,6720.0,Helpers--Extraction Workers
47-5099,"Extraction workers, all other",6.3,6.4,0.1,1.4,0.7,3.3,High school diploma or equivalent,,Moderate-term on-the-job training,50110.0,54780.0,35720.0,39120.0,65350.0,80780.0,24.09,26.34,17.17,18.81,31.42,38.84,6070.0,"Extraction Workers, All Other"
49-1011,"First-line supervisors of mechanics, installers, and repairers",617.5,636.5,19.1,3.1,52.4,0.3,High school diploma or equivalent,Less than 5 years,,78300.0,82930.0,48460.0,61240.0,99630.0,124280.0,37.64,39.87,23.3,29.44,47.9,59.75,600680.0,"First-Line Supervisors of Mechanics, Installers, and Repairers"
