soc_code,soc_title,naics3,naics3_title,tot_emp,share_in_naics3
41-1011,First-Line Supervisors of Retail Sales Workers,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",118650,0.10662484947608691
41-1011,First-Line Supervisors of Retail Sales Workers,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",118100,0.10613059185103974
41-1011,First-Line Supervisors of Retail Sales Workers,457,Gasoline Stations and Fuel Dealers,104310,0.09373820521576592
41-1011,First-Line Supervisors of Retail Sales Workers,444,Building Material and Garden Equipment and Supplies Dealers,89840,0.08073473642588831
41-1011,First-Line Supervisors of Retail Sales Workers,441,Motor Vehicle and Parts Dealers,84930,0.07632236380955805
41-1011,First-Line Supervisors of Retail Sales Workers,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",44660,0.040133719153830946
41-1011,First-Line Supervisors of Retail Sales Workers,456,Health and Personal Care Retailers,39470,0.035469724473840294
41-1011,First-Line Supervisors of Retail Sales Workers,532,Rental and Leasing Services,15700,0.014108808569528569
41-1011,First-Line Supervisors of Retail Sales Workers,423,"Merchant Wholesalers, Durable Goods",14940,0.013425834396736102
41-1011,First-Line Supervisors of Retail Sales Workers,722,Food Services and Drinking Places,8920,0.008015960028037887
41-1011,First-Line Supervisors of Retail Sales Workers,561,Administrative and Support Services,8890,0.007989000521217132
41-1011,First-Line Supervisors of Retail Sales Workers,424,"Merchant Wholesalers, Nondurable Goods",8400,0.007548661909811463
41-1011,First-Line Supervisors of Retail Sales Workers,713,"Amusement, Gambling, and Recreation Industries",7790,0.007000485271122773
41-1011,First-Line Supervisors of Retail Sales Workers,531,Real Estate,6260,0.005625550423264257
41-1011,First-Line Supervisors of Retail Sales Workers,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",5340,0.00479879221409443
41-1011,First-Line Supervisors of Retail Sales Workers,551,Management of Companies and Enterprises,5110,0.004592102661801973
41-1011,First-Line Supervisors of Retail Sales Workers,812,Personal and Laundry Services,4900,0.004403386114056686
41-1011,First-Line Supervisors of Retail Sales Workers,522,Credit Intermediation and Related Activities,4530,0.004070885529934039
41-1011,First-Line Supervisors of Retail Sales Workers,624,Social Assistance,3800,0.0034148708639623287
41-1011,First-Line Supervisors of Retail Sales Workers,541,"Professional, Scientific, and Technical Services",3780,0.0033968978594151582
41-1011,First-Line Supervisors of Retail Sales Workers,311,Food Manufacturing,3720,0.003342978845773648
41-1011,First-Line Supervisors of Retail Sales Workers,811,Repair and Maintenance,3570,0.003208181311669872
41-1011,First-Line Supervisors of Retail Sales Workers,721,Accommodation,2820,0.0025341936411509914
41-1011,First-Line Supervisors of Retail Sales Workers,517,Telecommunications,2410,0.002165747047934003
41-1011,First-Line Supervisors of Retail Sales Workers,711,"Performing Arts, Spectator Sports, and Related Industries",2260,0.002030949513830227
41-1011,First-Line Supervisors of Retail Sales Workers,611,Educational Services,2150,0.0019320979888207911
41-1011,First-Line Supervisors of Retail Sales Workers,712,"Museums, Historical Sites, and Similar Institutions",1540,0.0013839213501321017
41-1011,First-Line Supervisors of Retail Sales Workers,493,Warehousing and Storage,1190,0.001069393770556624
41-1011,First-Line Supervisors of Retail Sales Workers,425,Wholesale Trade Agents and Brokers,1140,0.0010244612591886987
41-1011,First-Line Supervisors of Retail Sales Workers,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1120,0.0010064882546415284
41-1011,First-Line Supervisors of Retail Sales Workers,312,Beverage and Tobacco Product Manufacturing,1090,0.000979528747820773
41-1011,First-Line Supervisors of Retail Sales Workers,621,Ambulatory Health Care Services,830,0.0007458796887075612
41-1011,First-Line Supervisors of Retail Sales Workers,512,Motion Picture and Sound Recording Industries,770,0.0006919606750660508
41-1011,First-Line Supervisors of Retail Sales Workers,622,Hospitals,740,0.0006650011682452955
41-1011,First-Line Supervisors of Retail Sales Workers,238,Specialty Trade Contractors,690,0.0006200686568773702
41-1011,First-Line Supervisors of Retail Sales Workers,236,Construction of Buildings,580,0.0005212171318679344
41-1011,First-Line Supervisors of Retail Sales Workers,488,Support Activities for Transportation,450,0.00040439260231132836
41-1011,First-Line Supervisors of Retail Sales Workers,339,Miscellaneous Manufacturing,360,0.0003235140818490627
41-1011,First-Line Supervisors of Retail Sales Workers,323,Printing and Related Support Activities,270,0.00024263556138679702
41-1011,First-Line Supervisors of Retail Sales Workers,325,Chemical Manufacturing,240,0.0002156760545660418
41-1011,First-Line Supervisors of Retail Sales Workers,623,Nursing and Residential Care Facilities,230,0.00020668955229245672
41-1011,First-Line Supervisors of Retail Sales Workers,315,Apparel Manufacturing,170,0.0001527705386509463
41-1011,First-Line Supervisors of Retail Sales Workers,337,Furniture and Related Product Manufacturing,140,0.00012581103183019105
41-1011,First-Line Supervisors of Retail Sales Workers,336,Transportation Equipment Manufacturing,130,0.00011682452955660598
41-1011,First-Line Supervisors of Retail Sales Workers,484,Truck Transportation,130,0.00011682452955660598
41-1011,First-Line Supervisors of Retail Sales Workers,516,Broadcasting and Content Providers,110,9.885152500943583e-05
41-1011,First-Line Supervisors of Retail Sales Workers,321,Wood Product Manufacturing,100,8.986502273585075e-05
41-1011,First-Line Supervisors of Retail Sales Workers,327,Nonmetallic Mineral Product Manufacturing,100,8.986502273585075e-05
41-1011,First-Line Supervisors of Retail Sales Workers,332,Fabricated Metal Product Manufacturing,100,8.986502273585075e-05
41-1011,First-Line Supervisors of Retail Sales Workers,513,Publishing Industries,100,8.986502273585075e-05
41-1011,First-Line Supervisors of Retail Sales Workers,482,Rail Transportation,80,7.18920181886806e-05
41-1011,First-Line Supervisors of Retail Sales Workers,487,Scenic and Sightseeing Transportation,80,7.18920181886806e-05
41-1011,First-Line Supervisors of Retail Sales Workers,115,Support Activities for Agriculture and Forestry,50,4.493251136792538e-05
41-1011,First-Line Supervisors of Retail Sales Workers,221,Utilities,50,4.493251136792538e-05
41-1011,First-Line Supervisors of Retail Sales Workers,326,Plastics and Rubber Products Manufacturing,50,4.493251136792538e-05
41-1011,First-Line Supervisors of Retail Sales Workers,237,Heavy and Civil Engineering Construction,40,3.59460090943403e-05
41-1011,First-Line Supervisors of Retail Sales Workers,314,Textile Product Mills,40,3.59460090943403e-05
41-1011,First-Line Supervisors of Retail Sales Workers,333,Machinery Manufacturing,40,3.59460090943403e-05
41-1011,First-Line Supervisors of Retail Sales Workers,316,Leather and Allied Product Manufacturing,30,2.6959506820755225e-05
41-1011,First-Line Supervisors of Retail Sales Workers,334,Computer and Electronic Product Manufacturing,30,2.6959506820755225e-05
41-1012,First-Line Supervisors of Non-Retail Sales Workers,423,"Merchant Wholesalers, Durable Goods",33630,0.1538004207445349
41-1012,First-Line Supervisors of Non-Retail Sales Workers,522,Credit Intermediation and Related Activities,26340,0.12046098966431903
41-1012,First-Line Supervisors of Non-Retail Sales Workers,424,"Merchant Wholesalers, Nondurable Goods",21760,0.09951522912283911
41-1012,First-Line Supervisors of Non-Retail Sales Workers,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",19030,0.08703009238086527
41-1012,First-Line Supervisors of Non-Retail Sales Workers,541,"Professional, Scientific, and Technical Services",15830,0.0723954998628007
41-1012,First-Line Supervisors of Non-Retail Sales Workers,524,Insurance Carriers and Related Activities,14950,0.06837098692033294
41-1012,First-Line Supervisors of Non-Retail Sales Workers,561,Administrative and Support Services,10800,0.04939174974846794
41-1012,First-Line Supervisors of Non-Retail Sales Workers,517,Telecommunications,10510,0.04806548980151834
41-1012,First-Line Supervisors of Non-Retail Sales Workers,551,Management of Companies and Enterprises,7100,0.03247050214945578
41-1012,First-Line Supervisors of Non-Retail Sales Workers,531,Real Estate,5500,0.02515320589042349
41-1012,First-Line Supervisors of Non-Retail Sales Workers,425,Wholesale Trade Agents and Brokers,4910,0.022454952894905334
41-1012,First-Line Supervisors of Non-Retail Sales Workers,513,Publishing Industries,4690,0.021448824659288393
41-1012,First-Line Supervisors of Non-Retail Sales Workers,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",3620,0.01655538278606055
41-1012,First-Line Supervisors of Non-Retail Sales Workers,238,Specialty Trade Contractors,2730,0.01248513674197384
41-1012,First-Line Supervisors of Non-Retail Sales Workers,444,Building Material and Garden Equipment and Supplies Dealers,2190,0.010015549254550444
41-1012,First-Line Supervisors of Non-Retail Sales Workers,312,Beverage and Tobacco Product Manufacturing,2000,0.00914662032379036
41-1012,First-Line Supervisors of Non-Retail Sales Workers,333,Machinery Manufacturing,1770,0.008094758986554469
41-1012,First-Line Supervisors of Non-Retail Sales Workers,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",1760,0.008049025884935517
41-1012,First-Line Supervisors of Non-Retail Sales Workers,721,Accommodation,1530,0.006997164547699625
41-1012,First-Line Supervisors of Non-Retail Sales Workers,532,Rental and Leasing Services,1460,0.006677032836366962
41-1012,First-Line Supervisors of Non-Retail Sales Workers,334,Computer and Electronic Product Manufacturing,1430,0.006539833531510107
41-1012,First-Line Supervisors of Non-Retail Sales Workers,441,Motor Vehicle and Parts Dealers,1410,0.006448367328272204
41-1012,First-Line Supervisors of Non-Retail Sales Workers,812,Personal and Laundry Services,1370,0.0062654349217963964
41-1012,First-Line Supervisors of Non-Retail Sales Workers,236,Construction of Buildings,1270,0.005808103905606878
41-1012,First-Line Supervisors of Non-Retail Sales Workers,516,Broadcasting and Content Providers,1250,0.005716637702368975
41-1012,First-Line Supervisors of Non-Retail Sales Workers,713,"Amusement, Gambling, and Recreation Industries",1090,0.004984908076465746
41-1012,First-Line Supervisors of Non-Retail Sales Workers,493,Warehousing and Storage,1070,0.004893441873227843
41-1012,First-Line Supervisors of Non-Retail Sales Workers,325,Chemical Manufacturing,990,0.004527577060276228
41-1012,First-Line Supervisors of Non-Retail Sales Workers,332,Fabricated Metal Product Manufacturing,980,0.004481843958657276
41-1012,First-Line Supervisors of Non-Retail Sales Workers,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",980,0.004481843958657276
41-1012,First-Line Supervisors of Non-Retail Sales Workers,811,Repair and Maintenance,850,0.0038873136376109028
41-1012,First-Line Supervisors of Non-Retail Sales Workers,621,Ambulatory Health Care Services,810,0.0037043812311350955
41-1012,First-Line Supervisors of Non-Retail Sales Workers,311,Food Manufacturing,780,0.0035671819262782403
41-1012,First-Line Supervisors of Non-Retail Sales Workers,488,Support Activities for Transportation,780,0.0035671819262782403
41-1012,First-Line Supervisors of Non-Retail Sales Workers,611,Educational Services,770,0.0035214488246592883
41-1012,First-Line Supervisors of Non-Retail Sales Workers,711,"Performing Arts, Spectator Sports, and Related Industries",690,0.003155584011707674
41-1012,First-Line Supervisors of Non-Retail Sales Workers,336,Transportation Equipment Manufacturing,650,0.002972651605231867
41-1012,First-Line Supervisors of Non-Retail Sales Workers,323,Printing and Related Support Activities,610,0.0027897191987560598
41-1012,First-Line Supervisors of Non-Retail Sales Workers,519,"Web Search Portals, Libraries, Archives, and Other Information Services",590,0.002698252995518156
41-1012,First-Line Supervisors of Non-Retail Sales Workers,335,"Electrical Equipment, Appliance, and Component Manufacturing",580,0.002652519893899204
41-1012,First-Line Supervisors of Non-Retail Sales Workers,339,Miscellaneous Manufacturing,580,0.002652519893899204
41-1012,First-Line Supervisors of Non-Retail Sales Workers,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",570,0.0026067867922802525
41-1012,First-Line Supervisors of Non-Retail Sales Workers,484,Truck Transportation,560,0.0025610536906613005
41-1012,First-Line Supervisors of Non-Retail Sales Workers,326,Plastics and Rubber Products Manufacturing,530,0.0024238543858044453
